#chrom	cdsStart	cdsEnd	name2
chr8	7048422	7048422	RPS3AP33
chr8	7058277	7058277	AF228730.5
chr8	7095807	7095807	AF228730.13
chr8	7104247	7104247	OR7E125P
chr8	7104247	7104247	OR7E125P
chr8	7114425	7114425	FAM90A15P
chr8	7114425	7114425	FAM90A15P
chr8	7122047	7122047	FAM90A3P
chr8	7122047	7122047	FAM90A3P
chr8	7122047	7122047	FAM90A3P
chr8	7129669	7129669	FAM90A4P
chr8	7137291	7137291	FAM90A13P
chr8	7137291	7137291	FAM90A13P
chr8	7144913	7144913	FAM90A5P
chr8	7144913	7144913	FAM90A5P
chr8	7152535	7152535	FAM90A20P
chr8	7170367	7170367	DEFB109P1B
chr8	7189908	7189908	USP17L1P
chr8	7194636	7194636	USP17L4
chr8	7199347	7199347	AC130360.8
chr8	7230635	7230635	DEFB108P2
chr8	7276512	7276512	HSPD1P3
chr8	7406574	7406574	FAM90A6P
chr8	7414221	7414221	FAM90A7P
chr8	7421319	7421319	FAM90A21P
chr8	7421871	7421871	FAM90A21P
chr8	7421871	7421871	FAM90A21P
chr8	7429516	7429516	FAM90A22P
chr8	7429516	7429516	FAM90A21P
chr8	7437165	7437165	FAM90A23P
chr8	7437165	7437165	FAM90A21P
chr8	7449527	7449527	OR7E157P
chr8	7458525	7458525	RP11-1118M6.2
chr8	7554351	7554351	AC084121.14
chr8	7562703	7562703	OR7E154P
chr8	7562792	7562792	OR7E154P
chr8	7572964	7572964	FAM90A14P
chr8	7580612	7580612	FAM90A18P
chr8	7580612	7580612	FAM90A18P
chr8	7588260	7588260	FAM90A16P
chr8	7588260	7588260	FAM90A18P
chr8	7595908	7595908	FAM90A8P
chr8	7603555	7603555	FAM90A17P
chr8	7603555	7603555	FAM90A17P
chr8	7611203	7611203	FAM90A19P
chr8	7611203	7611203	FAM90A17P
chr8	7618851	7618851	FAM90A9P
chr8	7626498	7626498	FAM90A10P
chr8	7651237	7651237	AC084121.17
chr8	7748524	7748524	HSPD1P2
chr8	7791933	7791933	DEFB108P1
chr8	7824865	7824865	RP11-1195F20.7
chr8	7829182	7829182	USP17L8
chr8	7833914	7833914	USP17L3
chr8	7847936	7847936	DEFB109
chr8	7869303	7869303	FAM90A11P
chr8	7876950	7876950	FAM90A24P
chr8	7876957	7876957	FAM90A24P
chr8	7877509	7877509	FAM90A24P
chr8	7884598	7884598	FAM90A12P
chr8	7897499	7897499	OR7E96P
chr8	7906440	7906440	RP11-52B19.8
chr8	7943543	7943543	RP11-52B19.10
chr8	7953467	7953467	RP11-52B19.1
chr8	7974266	7974266	RP11-52B19.7
chr8	8011829	8011829	ENPP7P1
chr8	8086126	8086126	FAM86B3P
chr8	8095695	8095695	ALG1L13P
chr8	8559665	8559665	AC087269.1
chr8	8791230	8791230	RP11-62H7.3
chr8	8819266	8819266	RP11-62H7.2
chr8	9090522	9090522	RP11-10A14.8
chr8	9311207	9311207	RP11-375N15.1
chr8	9515804	9515804	RP11-1081K18.1
chr8	10194291	10194291	RP11-212F11.1
chr8	11032559	11032559	AF131215.1
chr8	11113528	11113528	RPL19P13
chr8	11113764	11113764	RPL19P13
chr8	11138872	11138872	CTC-493P15.2
chr8	11197186	11197186	TDH
chr8	11213628	11213628	TDH
chr8	11647513	11647513	SUB1P1
chr8	11647513	11647513	SUB1P1
chr8	11753358	11753358	RP11-589N15.1
chr8	11777408	11777408	OR7E158P
chr8	11786100	11786100	OR7E161P
chr8	11786105	11786105	OR7E161P
chr8	11856595	11856595	RP11-481A20.4
chr8	11861062	11861062	RP11-481A20.10
chr8	11882752	11882752	RP11-481A20.8
chr8	11891154	11891154	OR7E160P
chr8	11901014	11901014	RP11-1236K1.11
chr8	11952684	11952684	DEFB108P3
chr8	11985615	11985615	RP11-1236K1.8
chr8	11989925	11989925	USP17L7
chr8	11989927	11989927	USP17L7
chr8	12008403	12008403	DEFB109P3
chr8	12029710	12029710	FAM90A2P
chr8	12036205	12036205	ALG1L11P
chr8	12063267	12063267	ENPP7P12
chr8	12147579	12147579	ABC12-47043100G14.2
chr8	12198934	12198934	DEFB108P4
chr8	12213644	12213644	ZNF705C
chr8	12231874	12231874	RP11-351I21.7
chr8	12236187	12236187	RP11-351I21.6
chr8	12250717	12250717	DEFB109P1
chr8	12272588	12272588	FAM90A25P
chr8	12278540	12278540	ALG1L12P
chr8	12427858	12427858	RPS3AP34
chr8	12437795	12437795	RP11-303G3.6
chr8	12485984	12485984	RPS3AP35
chr8	12495936	12495936	RP11-303G3.9
chr8	12533543	12533543	RP11-303G3.10
chr8	12541662	12541662	OR7E8P
chr8	12553815	12553815	OR7E15P
chr8	12560574	12560574	OR7E10P
chr8	12815895	12815895	RP11-369K16.1
chr8	13210909	13210909	MTND4P7
chr8	13441397	13441397	RP11-145O15.2
chr8	13553082	13553082	RP11-436P7.1
chr8	13599317	13599317	RP11-436P7.2
chr8	13766739	13766739	RP11-480O10.2
chr8	13880195	13880195	RP11-510I21.1
chr8	14166541	14166541	RP11-138H14.1
chr8	14547890	14547890	RP11-776K3.1
chr8	15182804	15182804	RP11-782K4.1
chr8	15546422	15546422	RP11-235P11.1
chr8	15663657	15663657	PPM1AP1
chr8	15800633	15800633	RP11-77B22.1
chr8	15800635	15800635	RP11-77B22.1
chr8	16133189	16133189	RP11-447G11.1
chr8	16232126	16232126	MRPL49P2
chr8	17007809	17007809	RP11-468H14.1
chr8	17327026	17327026	ADAM24P
chr8	17946077	17946077	CTD-2547L16.3
chr8	18058432	18058432	CTD-2547L16.2
chr8	18228115	18228115	NATP
chr8	18240783	18240783	RP11-685B14.1
chr8	18244617	18244617	RP11-685B14.3
chr8	18632056	18632056	RPL35P6
chr8	18859136	18859136	RP11-420B22.2
chr8	19095246	19095246	RP11-618M23.1
chr8	19970853	19970853	RPL30P9
chr8	20408711	20408711	RP11-404E12.1
chr8	20791945	20791945	TMEM97P2
chr8	21654971	21654971	OR6R2P
chr8	21960467	21960467	AC091171.1
chr8	22026850	22026850	AC105206.1
chr8	22247377	22247377	CTD-2036J7.1
chr8	22350143	22350143	RP11-382J24.2
chr8	23064430	23064430	RP11-1149O23.1
chr8	23340528	23340528	CTC-756D1.1
chr8	23492388	23492388	RP11-583M2.2
chr8	23663445	23663445	RP11-175E9.2
chr8	24998908	24998908	RP11-429O2.1
chr8	25798738	25798738	AC090103.1
chr8	26112398	26112398	RP11-98P2.1
chr8	26236907	26236907	SDAD1P1
chr8	26290544	26290544	RP11-14I17.1
chr8	26405184	26405184	RP11-1G11.2
chr8	26629306	26629306	RP11-384C12.1
chr8	26693333	26693333	COX6B1P4
chr8	26921512	26921512	RP11-613H2.2
chr8	27417790	27417790	GULOP
chr8	27554733	27554733	RP11-16P20.2
chr8	27695993	27695993	RP11-1149M3.2
chr8	27760745	27760745	RP11-597M17.3
chr8	27761082	27761082	RP11-597M17.2
chr8	28083445	28083445	RP11-380I10.2
chr8	28095946	28095946	RP11-380I10.3
chr8	28157199	28157199	RPL5P22
chr8	28667619	28667619	RP11-662B19.1
chr8	29076421	29076421	HMGB1P23
chr8	29489606	29489606	RPL17P33
chr8	29885228	29885228	MAP2K1P1
chr8	29974899	29974899	RPS15AP24
chr8	30094897	30094897	HSPA8P11
chr8	30107017	30107017	CTD-2345M20.2
chr8	30189476	30189476	CTD-3107M8.1
chr8	30207381	30207381	CTD-3107M8.2
chr8	30209523	30209523	TUBBP1
chr8	30611752	30611752	RP11-465K4.4
chr8	30778575	30778575	RP5-1009N12.1
chr8	30840974	30840974	RP11-293D9.2
chr8	30989054	30989054	RP11-473A17.1
chr8	31077409	31077409	RP11-363L24.2
chr8	32871598	32871598	MTND1P6
chr8	32872778	32872778	MTND2P32
chr8	32897040	32897040	RANP9
chr8	33084365	33084365	RP11-451O18.1
chr8	33293785	33293785	RP11-359B20.1
chr8	33380671	33380671	RP11-359B20.5
chr8	33397702	33397702	RP11-10D7.5
chr8	33499098	33499098	RP11-10D7.2
chr8	33579822	33579822	VENTXP5
chr8	33716997	33716997	RP1-273G13.1
chr8	33827078	33827078	RP1-273G13.2
chr8	33827084	33827084	RP1-273G13.2
chr8	34180509	34180509	RP1-84O15.1
chr8	34731676	34731676	RP11-734J24.1
chr8	35382693	35382693	LSM12P1
chr8	35978915	35978915	RP11-89M20.1
chr8	36135280	36135280	RP11-593P24.2
chr8	36136477	36136477	MTND6P19
chr8	36137008	36137008	RP11-593P24.3
chr8	36165762	36165762	RP11-139F9.1
chr8	36178556	36178556	RP11-593P24.4
chr8	36438697	36438697	RPL23P10
chr8	36745999	36745999	RP11-158D1.1
chr8	36845494	36845494	AC090453.1
chr8	36952667	36952667	SMARCE1P4
chr8	37604853	37604853	RP11-863K10.4
chr8	37604855	37604855	RP11-863K10.4
chr8	37840587	37840587	KB-1836B5.3
chr8	38059216	38059216	RP11-90P5.1
chr8	38291904	38291904	RPS20P22
chr8	38458178	38458178	RNF5P1
chr8	39015056	39015056	RPL3P10
chr8	39167427	39167427	RP11-1113C11.2
chr8	39717737	39717737	KB-1582A10.1
chr8	39724954	39724954	KB-1582A10.2
chr8	39855387	39855387	RP11-44K6.5
chr8	41128949	41128949	RPS29P2
chr8	41368758	41368758	KRT18P37
chr8	41818757	41818757	AC090571.1
chr8	41958835	41958835	RP11-589C21.1
chr8	41986291	41986291	RP11-589C21.2
chr8	42199284	42199284	RPL5P23
chr8	42342117	42342117	RP11-1007J8.1
chr8	42580689	42580689	RP11-412B14.2
chr8	42981137	42981137	RP11-598P20.3
chr8	43075102	43075102	VN1R46P
chr8	43101897	43101897	RP11-726G23.2
chr8	43102333	43102333	RP11-726G23.11
chr8	43106853	43106853	RP11-359P18.2
chr8	43108874	43108874	RP11-726G23.3
chr8	43125340	43125340	AFG3L2P1
chr8	43129924	43129924	RP11-726G23.7
chr8	43131412	43131412	RP11-726G23.10
chr8	43139768	43139768	RP11-726G23.8
chr8	43147625	43147625	POTEA
chr8	43169090	43169090	RP11-726G23.12
chr8	43227701	43227701	RP11-726G23.6
chr8	43298044	43298044	RP11-359P18.1
chr8	43349079	43349079	RP11-359P18.7
chr8	43366962	43366962	RP11-359P18.8
chr8	43368785	43368785	SNX18P27
chr8	43394279	43394279	RP11-359P18.5
chr8	43395115	43395115	CYP4F44P
chr8	43397218	43397218	RP11-359P18.6
chr8	43527965	43527965	RP11-643N23.2
chr8	43529412	43529412	RP11-643N23.1
chr8	47172181	47172181	AC113134.1
chr8	47460710	47460710	HSPA8P13
chr8	47490834	47490834	ASNSP1
chr8	47583460	47583460	RP11-790L1.3
chr8	47609251	47609251	ASNSP4
chr8	47696421	47696421	RP11-101E19.8
chr8	47703686	47703686	TRIM60P15
chr8	47738849	47738849	MTND1P7
chr8	47749199	47749199	RP11-101E19.4
chr8	47750409	47750409	MTND6P20
chr8	47782523	47782523	RP11-101E19.7
chr8	47884098	47884098	MAPK6PS4
chr8	48068740	48068740	RPL10AP2
chr8	48076492	48076492	NDUFA5P12
chr8	48100927	48100927	RP11-1134I14.4
chr8	48105624	48105624	ATP6V1G1P2
chr8	48109654	48109654	RP11-1134I14.6
chr8	48114066	48114066	IGLV8OR8-1
chr8	48423595	48423595	RP11-697N18.3
chr8	48459365	48459365	RP11-697N18.1
chr8	48504708	48504708	RP11-697N18.2
chr8	49106409	49106409	RP11-769N21.2
chr8	49206585	49206585	CTD-2210A23.1
chr8	49297149	49297149	RPL29P19
chr8	49826418	49826418	RP11-22C8.1
chr8	49826474	49826474	RP11-22C8.1
chr8	50265188	50265188	RFPL4AP7
chr8	50652775	50652775	PSAT1P1
chr8	51403354	51403354	RP11-759A9.2
chr8	51675019	51675019	RP11-713C9.1
chr8	51772089	51772089	RP11-139G7.1
chr8	52348161	52348161	RP11-119N19.1
chr8	52634229	52634229	RP11-11C20.1
chr8	53225713	53225713	RPL34P17
chr8	53887670	53887670	RP11-182E14.1
chr8	54074898	54074898	RP11-162D9.1
chr8	54445467	54445467	RP11-400K9.1
chr8	54449619	54449619	RP11-400K9.2
chr8	54625256	54625256	RP11-463C14.1
chr8	54799567	54799567	RP11-1070A24.1
chr8	54883790	54883790	RP11-30L15.4
chr8	54985673	54985673	TDGF1P5
chr8	55104141	55104141	RP11-626A5.2
chr8	55160192	55160192	RP11-767C6.1
chr8	55392156	55392156	RP11-53M11.4
chr8	55435338	55435338	RP11-53M11.2
chr8	55435358	55435358	RP11-53M11.2
chr8	55608957	55608957	RP11-550I15.1
chr8	56362068	56362068	SBF1P1
chr8	56962596	56962596	RP11-446E9.1
chr8	57013757	57013757	NPM1P21
chr8	57165518	57165518	RP11-140I16.2
chr8	57285622	57285622	SDR16C6P
chr8	57389384	57389384	SEPT10P1
chr8	57500965	57500965	RP11-17A4.1
chr8	57688841	57688841	RP11-33E15.1
chr8	57868646	57868646	AC032027.1
chr8	58152615	58152615	RP11-513O17.1
chr8	58305104	58305104	RPL30P10
chr8	59025747	59025747	RP11-648L3.1
chr8	59337146	59337146	RP11-114M5.1
chr8	59416146	59416146	RP11-114M5.3
chr8	59500978	59500978	AC068522.4
chr8	60470086	60470086	RP11-379I19.2
chr8	60672605	60672605	RP11-960H2.2
chr8	60733682	60733682	RP11-960H2.1
chr8	61054379	61054379	SLC2A13P1
chr8	61299820	61299820	PDCL3P1
chr8	61334377	61334377	AC022555.1
chr8	61818617	61818617	RP11-33I11.3
chr8	61850263	61850263	AC022182.2
chr8	62114908	62114908	NPM1P6
chr8	62490778	62490778	KRT8P3
chr8	62491129	62491129	KRT8P3
chr8	62822542	62822542	RP11-705O24.4
chr8	63023082	63023082	CTD-2571E19.1
chr8	63055869	63055869	CTD-2571E19.3
chr8	63394756	63394756	RP11-577N1.2
chr8	63767626	63767626	XRCC6P4
chr8	63775640	63775640	RP11-442A17.2
chr8	64048781	64048781	RP11-16E18.1
chr8	64321621	64321621	IFITM8P
chr8	65244483	65244483	RP11-32K4.3
chr8	65466792	65466792	RP11-21C4.4
chr8	65483469	65483469	RP11-21C4.5
chr8	65885722	65885722	RP11-89A16.1
chr8	66067641	66067641	RPL31P41
chr8	66289826	66289826	RP11-678D18.1
chr8	67392882	67392882	RP11-346I3.2
chr8	67679631	67679631	PTTG3P
chr8	67679634	67679634	PTTG3P
chr8	67896369	67896369	RP11-409C19.2
chr8	68045788	68045788	RP11-453N18.1
chr8	68318749	68318749	RP11-7F18.1
chr8	68481650	68481650	RP11-343B22.2
chr8	68761278	68761278	NDUFS5P6
chr8	69089002	69089002	RP11-403D15.1
chr8	69437751	69437751	RPS15AP25
chr8	70041832	70041832	GS1-44D20.1
chr8	70358291	70358291	RP11-744J10.2
chr8	70706296	70706296	RP11-159H10.4
chr8	70771498	70771498	RP11-159H10.1
chr8	70855182	70855182	SDCBPP2
chr8	70899649	70899649	RP11-449M6.2
chr8	71016027	71016027	RP11-152C15.1
chr8	71016032	71016032	RP11-152C15.1
chr8	71185603	71185603	BTF3P12
chr8	71185608	71185608	BTF3P12
chr8	71336359	71336359	RP11-333A23.1
chr8	71418485	71418485	RP11-333A23.2
chr8	72361045	72361045	TRAPPC2P2
chr8	72808225	72808225	RPS20P20
chr8	73341854	73341854	RP11-351E7.2
chr8	73341855	73341855	RP11-351E7.2
chr8	74128163	74128163	RP11-956J14.2
chr8	74189598	74189598	RP11-434I12.5
chr8	74423510	74423510	RP11-181D18.4
chr8	74502808	74502808	RP11-116B19.2
chr8	74563523	74563523	VENTXP6
chr8	74743377	74743377	RP11-99A14.1
chr8	74817591	74817591	GYG1P1
chr8	74894359	74894359	RPS20P21
chr8	74896727	74896727	RP11-367E12.4
chr8	74968116	74968116	RPS3AP32
chr8	75515478	75515478	RP11-730G20.2
chr8	75716521	75716521	RP11-758M4.3
chr8	76214530	76214530	HIGD1AP6
chr8	76288943	76288943	PKMP4
chr8	77515474	77515474	MRPL9P1
chr8	77925986	77925986	HIGD1AP18
chr8	79636030	79636030	RP11-578O24.2
chr8	79672376	79672376	PRKRIRP7
chr8	80432379	80432379	RP11-758H6.1
chr8	80483387	80483387	RPL3P9
chr8	81177762	81177762	RP11-941H19.1
chr8	81213103	81213103	RP11-941H19.2
chr8	81263366	81263366	RP11-775E10.1
chr8	81471104	81471104	RPSAP47
chr8	81480284	81480284	RP11-48B3.2
chr8	81507049	81507049	SLC25A51P3
chr8	81557173	81557173	CKS1BP7
chr8	81724376	81724376	HMGB1P41
chr8	82156390	82156390	RP11-363E6.1
chr8	82167104	82167104	UBE2HP1
chr8	82433916	82433916	FTH1P11
chr8	82517803	82517803	IMPA1P
chr8	82529454	82529454	NIPA2P4
chr8	82539503	82539503	RPS26P34
chr8	82546591	82546591	SLC10A5P1
chr8	82720006	82720006	HNRNPA1P36
chr8	83203858	83203858	HNRNPA1P4
chr8	83891645	83891645	CTD-2272D18.2
chr8	84012210	84012210	RP11-296C13.1
chr8	84113186	84113186	RP11-813B8.1
chr8	85074352	85074352	TPM3P3
chr8	85075683	85075683	RP11-120I21.3
chr8	85591032	85591032	RP11-509P12.1
chr8	85740807	85740807	RP11-98H4.1
chr8	85776902	85776902	RP11-98H4.4
chr8	85860819	85860819	ACTBP6
chr8	85892307	85892307	IGJP1
chr8	85998849	85998849	RP11-146E23.2
chr8	86529572	86529572	RP11-59O2.1
chr8	86554957	86554957	REXO1L8P
chr8	86566861	86566861	REXO1L3P
chr8	86726453	86726453	REXO1L10P
chr8	86775086	86775086	REXO1L9P
chr8	86839130	86839130	REXO1L2P
chr8	87029047	87029047	RP11-216N21.1
chr8	87055330	87055330	RP11-216N21.2
chr8	87493982	87493982	NTAN1P2
chr8	87515819	87515819	SLC2A3P4
chr8	87605982	87605982	RP11-298P6.5
chr8	87669615	87669615	GOLGA2P1
chr8	87672752	87672752	RP11-298P6.2
chr8	87788706	87788706	RP11-386D6.3
chr8	88587825	88587825	AF121898.2
chr8	88610689	88610689	AF121898.1
chr8	88800789	88800789	SOX5P
chr8	89497338	89497338	RP11-69I13.1
chr8	90255629	90255629	RP11-255L13.1
chr8	90424849	90424849	KRT8P4
chr8	90835775	90835775	COX6B1P6
chr8	91713309	91713309	RP11-68L18.2
chr8	92169512	92169512	CTD-2114J12.1
chr8	92921965	92921965	RP11-122C21.4
chr8	93156315	93156315	RP11-777J24.1
chr8	93156483	93156483	RP11-777J24.1
chr8	93364139	93364139	RP11-700E23.3
chr8	93984802	93984802	IRF5P1
chr8	94658293	94658293	ZNF317P1
chr8	94861788	94861788	RP3-388N13.2
chr8	94951591	94951591	PSMA2P2
chr8	94969565	94969565	RPL34P18
chr8	95214140	95214140	KB-1247B1.1
chr8	95365150	95365150	RPS4XP10
chr8	95577263	95577263	RP11-267M23.6
chr8	95602342	95602342	RP11-267M23.5
chr8	95606638	95606638	RP11-267M23.7
chr8	95700455	95700455	RP11-22C11.1
chr8	95721179	95721179	KB-1090H4.2
chr8	95903466	95903466	RP11-347C18.1
chr8	95986800	95986800	RP11-347C18.4
chr8	96416029	96416029	RP11-328L11.1
chr8	96960008	96960008	RP11-31K23.1
chr8	97080956	97080956	RP11-44N17.1
chr8	97139194	97139194	RP11-44N17.2
chr8	98636430	98636430	KB-1683C8.1
chr8	98800437	98800437	KB-1907C4.2
chr8	98865248	98865248	KB-1589B1.4
chr8	98870276	98870276	KB-1589B1.3
chr8	98877281	98877281	RPS23P1
chr8	99425109	99425109	KB-1517D11.2
chr8	99645774	99645774	KB-1205A7.1
chr8	99794282	99794282	RPL19P14
chr8	99916830	99916830	RP11-44N12.4
chr8	99918487	99918487	MRP63P7
chr8	100015634	100015634	RP11-410L14.1
chr8	100245275	100245275	AP004290.1
chr8	100352532	100352532	AP004289.2
chr8	100358279	100358279	AP004289.1
chr8	100708184	100708184	AC018442.1
chr8	100816386	100816386	RP11-402L5.2
chr8	101177453	101177453	RP11-316J7.4
chr8	101562951	101562951	GAPDHP62
chr8	101788739	101788739	RPS20P23
chr8	101907973	101907973	RPS26P6
chr8	101907998	101907998	RPS26P6
chr8	102236168	102236168	KB-1410C5.1
chr8	102349723	102349723	KB-1410C5.4
chr8	102378644	102378644	DUXAP2
chr8	102381137	102381137	NACAP1
chr8	102540950	102540950	KB-1562D12.2
chr8	102574235	102574235	KB-1562D12.3
chr8	103166777	103166777	KB-1073A2.1
chr8	103254267	103254267	KB-431C1.3
chr8	103430206	103430206	KB-1980E6.2
chr8	103463990	103463990	KB-1980E6.4
chr8	103515980	103515980	RPS12P15
chr8	103633736	103633736	POU5F1P2
chr8	103700544	103700544	KB-1042C11.1
chr8	103935598	103935598	RPL5P24
chr8	104028971	104028971	NPM1P52
chr8	104097878	104097878	MTND1P5
chr8	104101023	104101023	KB-1639H6.7
chr8	104103490	104103490	KB-1639H6.8
chr8	104571326	104571326	RP11-5A11.1
chr8	104580830	104580830	RP11-5A11.2
chr8	104780508	104780508	RP11-771F20.1
chr8	105432720	105432720	AP003471.1
chr8	105578313	105578313	NDUFA5P2
chr8	105993391	105993391	RP11-200A13.1
chr8	106002535	106002535	RP11-200A13.3
chr8	106023334	106023334	RP11-200A13.2
chr8	106207217	106207217	TMCC1P1
chr8	106300057	106300057	RP11-273P3.1
chr8	106749507	106749507	RP11-152P17.1
chr8	107227990	107227990	SLC16A14P1
chr8	107709654	107709654	TAGLN2P1
chr8	108185427	108185427	HMGB1P46
chr8	108659506	108659506	PGAM1P13
chr8	108995343	108995343	NRBF2P4
chr8	109143327	109143327	AP001331.1
chr8	109391059	109391059	RPS17P14
chr8	109584871	109584871	RP11-25P11.2
chr8	109664601	109664601	RP11-790J24.2
chr8	110482359	110482359	RP11-419L20.2
chr8	110790140	110790140	RP11-25D10.2
chr8	110911474	110911474	RP11-25D10.1
chr8	111117304	111117304	RP11-403P13.1
chr8	111567636	111567636	CTD-2544L4.1
chr8	111821622	111821622	KB-1299A7.1
chr8	111945491	111945491	RP11-946L20.1
chr8	112237813	112237813	EEF1A1P37
chr8	112392831	112392831	RP11-1101K5.2
chr8	112633686	112633686	RP11-58O3.1
chr8	113551117	113551117	RPL30P16
chr8	114388897	114388897	RP11-709P2.1
chr8	115330628	115330628	RP11-393K19.1
chr8	115803881	115803881	RP11-192P9.1
chr8	118068056	118068056	RP11-1059L18.1
chr8	118535509	118535509	RPS10P16
chr8	119774094	119774094	RPS26P35
chr8	119994817	119994817	RP11-278I4.1
chr8	120492518	120492518	RP11-775B15.3
chr8	120630401	120630401	RP11-99I9.2
chr8	121647797	121647797	CTC-820M8.1
chr8	122125597	122125597	RP11-369K17.2
chr8	122392376	122392376	RPL35AP19
chr8	123103718	123103718	MRPS36P3
chr8	123781512	123781512	AC016405.1
chr8	124135345	124135345	HMGB1P19
chr8	124205114	124205114	RP11-539E17.3
chr8	124249091	124249091	UBA52P5
chr8	124300594	124300594	RP11-468O2.1
chr8	124364420	124364420	DUTP2
chr8	124412821	124412821	IMPDH1P6
chr8	125154128	125154128	RP11-959I15.1
chr8	125164163	125164163	ARF1P3
chr8	125313555	125313555	RP11-383J24.2
chr8	125932669	125932669	RP11-1082L8.1
chr8	126964104	126964104	SOD1P3
chr8	127084830	127084830	KNOP1P5
chr8	127085289	127085289	RP11-622O11.5
chr8	127186429	127186429	RFPL4AP5
chr8	127594875	127594875	RP11-89K10.2
chr8	128098507	128098507	RP11-255B23.1
chr8	128304477	128304477	RP11-382A18.3
chr8	130263212	130263212	RP11-1057N3.2
chr8	130740989	130740989	RP11-274M4.1
chr8	130876723	130876723	RP11-473O4.1
chr8	131085392	131085392	AC131568.1
chr8	132724758	132724758	CTD-2008O4.1
chr8	134014849	134014849	CTD-2182N23.1
chr8	134338239	134338239	CTC-458A3.1
chr8	134404453	134404453	CTC-369M3.1
chr8	134420248	134420248	ST13P6
chr8	134420248	134420248	ST13P6
chr8	134767053	134767053	MTND2P7
chr8	134768087	134768087	CTD-2309H9.2
chr8	134798335	134798335	CTD-2309H9.4
chr8	134975234	134975234	RP11-157E21.2
chr8	135685373	135685373	CTD-2342N23.2
chr8	135991069	135991069	RP11-1057B8.1
chr8	136637427	136637427	MAPRE1P1
chr8	138708966	138708966	CTD-3145H4.1
chr8	142469174	142469174	HNRNPA1P38
chr8	143049451	143049451	RP11-953B20.2
chr8	143648620	143648620	MROH4P
chr8	143939769	143939769	ZNHIT1P1
chr8	144077266	144077266	CDC42P3
chr8	144138476	144138476	AK3P2
chr8	144147331	144147331	RP11-520P18.1
chr8	145196116	145196116	TSSK5P1
chr8	145462708	145462708	CTD-3232M19.2
chr8	145472832	145472832	CTD-3232M19.2
chr8	145474242	145474242	CTD-3232M19.2
chr8	145774890	145774890	AC084125.1
chr8	145784428	145784428	AC084125.2
chr8	145930918	145930918	AF186192.5
chr8	145932680	145932680	AF186192.5
chr8	146201575	146201575	ZNF252P
chr8	146201798	146201798	ZNF252P
chr8	146220271	146220271	TMED10P1
chr8	146230946	146230946	RP5-1047A19.6
chr8	146273245	146273245	AC139103.1
chr9	2907072	2907072	CARM1P1
chr9	5110912	5110912	RP11-39K24.7
chr9	39443803	39443803	CTD-2173L22.4
chr9	39444496	39444496	CTD-2173L22.4
chr9	40491621	40491621	RP11-292B8.1
chr9	42332814	42332814	MEP1AP1
chr9	42858071	42858071	AQP7P3
chr9	44170446	44170446	BX649563.4
chr9	44302231	44302231	BX005214.1
chr9	44302232	44302232	BX005214.1
chr9	66693276	66693276	RP11-318K12.1
chr9	69065654	69065654	RP11-87H9.2
chr9	94894679	94894679	RP11-100G15.7
chr9	95675437	95675437	ALOX15P2
chr9	100000926	100000926	RP11-23J9.6
chr9	141031546	141031546	RP11-424E7.3
chr9	11986	11986	DDX11L5
chr9	12133	12133	DDX11L5
chr9	14510	14510	XXyac-YRM2039.2
chr9	14551	14551	XXyac-YRM2039.2
chr9	14551	14551	XXyac-YRM2039.2
chr9	14811	14811	XXyac-YRM2039.2
chr9	52451	52451	RP11-143M1.7
chr9	477855	477855	RP11-165F24.2
chr9	659985	659985	RP11-130C19.1
chr9	1011084	1011084	RP11-147I11.1
chr9	1151806	1151806	RP11-341G2.3
chr9	1164413	1164413	RPS27AP14
chr9	1328663	1328663	RP11-459D20.1
chr9	1977783	1977783	RP11-443B9.1
chr9	2875441	2875441	RP11-255J3.2
chr9	2900319	2900319	RP11-255J3.3
chr9	3364328	3364328	RP11-62E14.2
chr9	4633026	4633026	RP11-6J24.3
chr9	4768616	4768616	RP11-307I14.4
chr9	4781474	4781474	RP11-307I14.2
chr9	4803787	4803787	RP11-307I14.3
chr9	4944669	4944669	HNRNPA1P41
chr9	5040944	5040944	RP11-39K24.2
chr9	5084998	5084998	RP11-39K24.9
chr9	5091092	5091092	MTND6P5
chr9	5094138	5094138	MTND1P11
chr9	5096665	5096665	RP11-39K24.4
chr9	5098340	5098340	RP11-39K24.14
chr9	5099559	5099559	RP11-39K24.12
chr9	5100235	5100235	RP11-39K24.13
chr9	5107936	5107936	MTND4P14
chr9	5109495	5109495	MTND5P14
chr9	5113548	5113548	IGHEP2
chr9	5193338	5193338	RP11-140C18.2
chr9	5311443	5311443	HMGN2P31
chr9	5356311	5356311	RP11-12D24.6
chr9	5418372	5418372	RP11-12D24.7
chr9	5855780	5855780	AK4P4
chr9	6195933	6195933	RP11-575C20.1
chr9	6276639	6276639	RP11-279E1.1
chr9	6278666	6278666	RP11-307L3.2
chr9	6568843	6568843	RP11-472F14.4
chr9	6639138	6639138	RP11-106A1.2
chr9	6662423	6662423	RP11-106A1.3
chr9	6668998	6668998	RNF2P1
chr9	6675283	6675283	RP11-390F4.2
chr9	6734597	6734597	RP11-390F4.9
chr9	6748702	6748702	SNRPEP2
chr9	6834455	6834455	RP11-390F4.8
chr9	7477044	7477044	RPL4P5
chr9	7597822	7597822	RP11-366I21.1
chr9	7597903	7597903	RP11-366I21.1
chr9	8713310	8713310	RP11-134K1.2
chr9	8713310	8713310	RP11-134K1.2
